id,date,type,category,value,price_index,reference
1757,03/09/2015,Expenses,Food,50.01,,
1758,05/09/2015,Expenses,Food,49.86,,
1759,08/09/2015,Expenses,Food,49.71,,
1760,08/09/2015,Expenses,,351.26,,
1761,09/09/2015,Expenses,Utilities,83.42,,
1762,09/09/2015,Expenses,Leisure,445.47,,
1763,12/09/2015,Expenses,Food,46.92,,
1764,19/09/2015,Expenses,Food,46.75,,
1765,20/09/2015,Expenses,Food,46.61,,
1766,21/09/2015,Expenses,Food,46.47,,
1767,21/09/2015,Expenses,Health,127.85,,
1768,22/09/2015,Expenses,Food,45.95,,
1769,23/09/2015,Expenses,Food,45.81,,
1770,28/09/2015,Expenses,Food,45.67,,
1771,30/09/2015,Expenses,Health,37.05,,
1772,01/10/2015,Income,,3500.00,,
1773,01/10/2015,Expenses,Housing,1700.00,,
1774,01/10/2015,Expenses,Utilities,300.00,,
1775,01/10/2015,Savings/debt expenses,,9.61,,3
1776,01/10/2015,Debt selling,,90.39,1,3
1777,02/10/2015,Expenses,Food,49.62,,
1778,05/10/2015,Expenses,Food,49.50,,
1779,06/10/2015,Expenses,Food,49.35,,
1780,08/10/2015,Expenses,Shopping,42.05,,
1781,10/10/2015,Expenses,Food,49.08,,
1782,10/10/2015,Expenses,Utilities,100.43,,
1783,11/10/2015,Expenses,Food,48.63,,
1784,11/10/2015,Expenses,Health,103.90,,
1785,13/10/2015,Expenses,Food,48.17,,
1786,16/10/2015,Expenses,Shopping,454.50,,
1787,16/10/2015,Expenses,Leisure,921.38,,
1788,18/10/2015,Expenses,Food,43.90,,
1789,19/10/2015,Debt selling,,221.69,1,3
1790,20/10/2015,Expenses,Food,43.10,,
1791,21/10/2015,Expenses,Food,42.98,,
1792,21/10/2015,Expenses,Leisure,588.40,,
1793,22/10/2015,Expenses,Food,41.08,,
1794,23/10/2015,Expenses,Health,74.49,,
1795,25/10/2015,Expenses,Food,40.73,,
1796,26/10/2015,Expenses,Food,40.61,,
1797,26/10/2015,Expenses,Shopping,731.80,,
1798,27/10/2015,Expenses,Food,38.30,,
1799,28/10/2015,Expenses,Food,38.18,,
1800,01/11/2015,Income,,3500.00,,
1801,01/11/2015,Expenses,Housing,1700.00,,
1802,01/11/2015,Expenses,Utilities,300.00,,
1803,01/11/2015,Savings/debt expenses,,8.05,,3
1804,01/11/2015,Debt selling,,91.95,1,3
1805,02/11/2015,Expenses,Food,42.27,,
1806,03/11/2015,Expenses,Food,42.14,,
1807,04/11/2015,Expenses,Food,42.01,,
1808,08/11/2015,Expenses,Food,41.89,,
1809,11/11/2015,Expenses,Food,41.76,,
1810,17/11/2015,Debt selling,,278.41,1,3
1811,24/11/2015,Expenses,Food,40.80,,
1812,25/11/2015,Expenses,Food,40.68,,
1813,29/11/2015,Expenses,Food,40.56,,
1814,30/11/2015,Expenses,Food,40.43,,
1815,01/12/2015,Income,,3500.00,,
1816,01/12/2015,Expenses,Housing,1700.00,,
1817,01/12/2015,Expenses,Utilities,300.00,,
1818,01/12/2015,Savings/debt expenses,,6.20,,3
1819,01/12/2015,Debt selling,,93.8,1,3
1820,08/12/2015,Expenses,Food,44.53,,
1821,10/12/2015,Expenses,Food,44.40,,
1822,11/12/2015,Expenses,Health,49.09,,
1823,16/12/2015,Expenses,Utilities,88.59,,
1824,17/12/2015,Expenses,Shopping,577.05,,
1825,17/12/2015,Expenses,Leisure,824.60,,
1826,19/12/2015,Expenses,Food,39.64,,
1827,20/12/2015,Expenses,Food,39.53,,
1828,22/12/2015,Expenses,Food,39.41,,
1829,22/12/2015,Expenses,Health,49.46,,
1830,30/12/2015,Expenses,Food,39.14,,
1831,01/01/2016,Income,,3500.00,,
1832,01/01/2016,Expenses,Housing,1700.00,,
1833,01/01/2016,Expenses,Utilities,300.00,,
1834,01/01/2016,Savings/debt expenses,,5.73,,3
1835,01/01/2016,Debt selling,,94.27,1,3
1836,02/01/2016,Expenses,,100.97,,
1837,03/01/2016,Expenses,Food,42.92,,
1838,03/01/2016,Expenses,,41.21,,
1839,04/01/2016,Expenses,Utilities,53.02,,
1840,05/01/2016,Expenses,Food,42.50,,
1841,11/01/2016,Expenses,Food,42.38,,
1842,13/01/2016,Expenses,Health,43.14,,
1843,16/01/2016,Expenses,Utilities,77.88,,
1844,16/01/2016,Debt selling,,218.05,1,3
1845,17/01/2016,Expenses,Food,41.23,,
1846,20/01/2016,Expenses,Shopping,247.64,,
1847,22/01/2016,Expenses,Shopping,99.31,,
1848,25/01/2016,Expenses,Food,40.07,,
1849,26/01/2016,Expenses,Food,39.95,,
1850,28/01/2016,Expenses,Health,41.11,,
1851,31/01/2016,Expenses,Food,39.69,,
1852,01/02/2016,Income,,3500.00,,
1853,01/02/2016,Expenses,Housing,1700.00,,
1854,01/02/2016,Expenses,Utilities,300.00,,
1855,01/02/2016,Expenses,,157.97,,
1856,01/02/2016,Savings/debt expenses,,4.16,,3
1857,01/02/2016,Debt selling,,95.84,1,3
1858,06/02/2016,Expenses,Utilities,93.99,,
1859,07/02/2016,Expenses,Food,43.02,,
1860,07/02/2016,Expenses,,159.32,,
1861,08/02/2016,Expenses,Housing,101.53,,
1862,08/02/2016,Expenses,Health,136.71,,
1863,11/02/2016,Expenses,Leisure,735.20,,
1864,14/02/2016,Expenses,Food,39.49,,
1865,14/02/2016,Expenses,Shopping,606.38,,
1866,16/02/2016,Expenses,Food,37.55,,
1867,18/02/2016,Expenses,Shopping,427.08,,
1868,21/02/2016,Expenses,Shopping,342.92,,
1869,24/02/2016,Expenses,Food,35.13,,
1870,24/02/2016,Expenses,Health,15.68,,
1871,24/02/2016,Expenses,,150.82,,
1872,25/02/2016,Expenses,Food,34.53,,
1873,28/02/2016,Expenses,Shopping,171.53,,
1874,01/03/2016,Income,,3500.00,,
1875,01/03/2016,Expenses,Housing,1700.00,,
1876,01/03/2016,Expenses,Utilities,300.00,,
1877,01/03/2016,Expenses,Food,38.41,,
1878,01/03/2016,Savings/debt expenses,,3.69,,3
1879,01/03/2016,Debt selling,,96.31,1,3
1880,04/03/2016,Expenses,Food,37.99,,
1881,05/03/2016,Expenses,Food,37.88,,
1882,09/03/2016,Debt selling,,210.03,1,3
1883,13/03/2016,Expenses,,197.47,,
1884,16/03/2016,Expenses,Leisure,98.03,,
1885,24/03/2016,Expenses,Food,36.25,,
1886,25/03/2016,Expenses,Food,36.14,,
1887,27/03/2016,Expenses,Food,36.03,,
1888,28/03/2016,Debt selling,,100.38,1,3
1889,29/03/2016,Expenses,Food,35.62,,
1890,31/03/2016,Expenses,Food,35.52,,
1891,01/04/2016,Income,,3500.00,,
1892,01/04/2016,Expenses,Housing,1700.00,,
1893,01/04/2016,Expenses,Utilities,300.00,,
1894,01/04/2016,Savings/debt expenses,,1.65,,3
1895,01/04/2016,Debt selling,,98.35,1,3
1896,05/04/2016,Expenses,Food,39.61,,
1897,06/04/2016,Debt selling,,155.5,1,3
1898,07/04/2016,Expenses,Leisure,135.75,,
1899,11/04/2016,Expenses,Food,38.62,,
1900,13/04/2016,Expenses,Food,38.50,,
1901,18/04/2016,Expenses,Food,38.39,,
1902,01/05/2016,Income,,3500.00,,
1903,01/05/2016,Expenses,Housing,1700.00,,
1904,01/05/2016,Expenses,Utilities,300.00,,
1905,01/05/2016,Savings/debt expenses,,0.38,,3
1906,01/05/2016,Debt selling,,99.62,1,3
1907,03/05/2016,Expenses,Food,42.47,,
1908,04/05/2016,Expenses,Food,42.34,,
1909,05/05/2016,Savings buying,,171.95,17.2,0
1910,08/05/2016,Expenses,Food,41.70,,
1911,08/05/2016,Expenses,Leisure,178.20,,
1912,14/05/2016,Expenses,Shopping,67.79,,
1913,15/05/2016,Expenses,Utilities,50.15,,
1914,18/05/2016,Expenses,Food,40.69,,
1915,19/05/2016,Expenses,,236.49,,
1916,20/05/2016,Expenses,Food,39.86,,
1917,22/05/2016,Expenses,Food,39.74,,
1918,24/05/2016,Expenses,Food,39.62,,
1919,25/05/2016,Expenses,Food,39.50,,
1920,28/05/2016,Expenses,Food,39.38,,
1921,30/05/2016,Expenses,Leisure,83.25,,
1922,31/05/2016,Expenses,Food,39.01,,
1923,01/06/2016,Income,,3500.00,,
1924,01/06/2016,Expenses,Housing,1700.00,,
1925,01/06/2016,Expenses,Utilities,300.00,,
1926,02/06/2016,Expenses,Food,43.39,,
1927,03/06/2016,Expenses,Food,43.26,,
1928,05/06/2016,Expenses,Food,43.13,,
1929,11/06/2016,Expenses,Food,43.01,,
1930,11/06/2016,Savings buying,,200.41,3.01,1
1931,14/06/2016,Expenses,Shopping,66.64,,
1932,15/06/2016,Expenses,Food,42.07,,
1933,17/06/2016,Expenses,Food,41.95,,
1934,18/06/2016,Expenses,Health,25.38,,
1935,18/06/2016,Expenses,,162.53,,
1936,20/06/2016,Expenses,Food,41.26,,
1937,23/06/2016,Expenses,Food,41.14,,
1938,23/06/2016,Expenses,Shopping,176.78,,
1939,24/06/2016,Expenses,Utilities,41.41,,
1940,25/06/2016,Expenses,Food,40.36,,
1941,25/06/2016,Expenses,Health,59.13,,
1942,26/06/2016,Expenses,Food,40.06,,
1943,27/06/2016,Expenses,Food,39.94,,
1944,28/06/2016,Expenses,Food,39.82,,
1945,01/07/2016,Income,,3500.00,,
1946,01/07/2016,Expenses,Housing,1700.00,,
1947,01/07/2016,Expenses,Utilities,300.00,,
1948,01/07/2016,Expenses,Leisure,388.07,,
1949,02/07/2016,Expenses,Food,43.04,,
1950,07/07/2016,Expenses,Food,42.91,,
1951,08/07/2016,Expenses,Health,41.79,,
1952,09/07/2016,Expenses,,261.43,,
1953,15/07/2016,Expenses,,266.06,,
1954,20/07/2016,Expenses,Food,41.07,,
1955,23/07/2016,Expenses,Health,45.26,,
1956,25/07/2016,Expenses,Food,40.81,,
1957,30/07/2016,Expenses,Food,40.69,,
1958,30/07/2016,Expenses,Health,51.10,,
1959,30/07/2016,Expenses,Shopping,377.40,,
1960,01/08/2016,Income,,3500.00,,
1961,01/08/2016,Expenses,Housing,1700.00,,
1962,01/08/2016,Expenses,Utilities,300.00,,
1963,04/08/2016,Expenses,Food,43.78,,
1964,06/08/2016,Expenses,Health,121.89,,
1965,08/08/2016,Expenses,Food,43.28,,
1966,08/08/2016,Expenses,Shopping,282.29,,
1967,09/08/2016,Expenses,Food,42.31,,
1968,13/08/2016,Expenses,Food,42.18,,
1969,16/08/2016,Expenses,Food,42.05,,
1970,17/08/2016,Expenses,Food,41.93,,
1971,19/08/2016,Expenses,Utilities,98.24,,
1972,27/08/2016,Expenses,Food,41.51,,
1973,29/08/2016,Expenses,Food,41.38,,
1974,31/08/2016,Expenses,Food,41.26,,
1975,31/08/2016,Expenses,Leisure,166.26,,
1976,01/09/2016,Income,,3500.00,,
1977,01/09/2016,Expenses,Housing,1700.00,,
1978,01/09/2016,Expenses,Utilities,300.00,,
1979,02/09/2016,Expenses,Food,45.14,,
1980,03/09/2016,Expenses,Food,45.00,,
1981,05/09/2016,Expenses,Food,44.87,,
1982,10/09/2016,Expenses,Food,44.73,,
1983,13/09/2016,Expenses,Food,44.60,,
1984,14/09/2016,Expenses,Food,44.47,,
1985,14/09/2016,Expenses,Utilities,61.45,,
1986,22/09/2016,Expenses,Shopping,594.45,,
1987,27/09/2016,Expenses,Health,64.37,,
1988,30/09/2016,Expenses,Health,175.04,,
1989,01/10/2016,Income,,3500.00,,
1990,01/10/2016,Expenses,Housing,1700.00,,
1991,01/10/2016,Expenses,Utilities,300.00,,
1992,02/10/2016,Expenses,Food,46.15,,
1993,21/10/2016,Expenses,Food,46.00,,
1994,22/10/2016,Expenses,Food,45.86,,
1995,24/10/2016,Expenses,Food,45.72,,
1996,26/10/2016,Expenses,Food,45.59,,
1997,29/10/2016,Expenses,Food,45.45,,
1998,29/10/2016,Expenses,Health,61.14,,
1999,30/10/2016,Savings buying,,262.84,3.19,1
2000,01/11/2016,Income,,3500.00,,
2001,01/11/2016,Expenses,Housing,1700.00,,
2002,01/11/2016,Expenses,Utilities,300.00,,
2003,02/11/2016,Expenses,Food,48.84,,
2004,04/11/2016,Expenses,Shopping,277.68,,
2005,05/11/2016,Expenses,Utilities,74.46,,
2006,06/11/2016,Expenses,Food,47.64,,
2007,09/11/2016,Expenses,Utilities,87.61,,
2008,16/11/2016,Expenses,Food,47.23,,
2009,18/11/2016,Expenses,,187.50,,
2010,20/11/2016,Expenses,Food,46.53,,
2011,20/11/2016,Expenses,Utilities,96.53,,
2012,20/11/2016,Expenses,Health,71.92,,
2013,22/11/2016,Expenses,Shopping,933.59,,
2014,23/11/2016,Expenses,Utilities,65.23,,
2015,01/12/2016,Income,,3500.00,,
2016,01/12/2016,Expenses,Housing,1700.00,,
2017,01/12/2016,Expenses,Utilities,300.00,,
2018,02/12/2016,Expenses,Food,47.40,,
2019,04/12/2016,Expenses,Leisure,186.93,,
2020,06/12/2016,Expenses,,22.05,,
2021,08/12/2016,Expenses,Food,46.63,,
2022,21/12/2016,Expenses,Food,46.49,,
2023,21/12/2016,Expenses,Shopping,250.87,,
2024,25/12/2016,Expenses,Food,45.60,,
2025,29/12/2016,Expenses,Food,45.46,,
2026,30/12/2016,Expenses,Food,45.33,,
2027,01/01/2017,Income,,3500.00,,
2028,01/01/2017,Expenses,Housing,1700.00,,
2029,01/01/2017,Expenses,Utilities,300.00,,
2030,06/01/2017,Expenses,Food,49.69,,
2031,09/01/2017,Expenses,Food,49.54,,
2032,09/01/2017,Savings buying,,218.12,49.47,2
2033,15/01/2017,Expenses,Food,48.74,,
2034,16/01/2017,Savings buying,,237.65,61.93,2
2035,18/01/2017,Expenses,Food,47.90,,
2036,19/01/2017,Expenses,,158.88,,
2037,20/01/2017,Expenses,Food,47.28,,
2038,21/01/2017,Expenses,Food,47.13,,
2039,23/01/2017,Expenses,Utilities,108.56,,
2040,24/01/2017,Expenses,Food,46.69,,
2041,24/01/2017,Expenses,Utilities,105.58,,
2042,27/01/2017,Expenses,Food,46.23,,
2043,30/01/2017,Expenses,Health,96.76,,
2044,01/02/2017,Income,,3500.00,,
2045,01/02/2017,Expenses,Housing,1700.00,,
2046,01/02/2017,Expenses,Utilities,300.00,,
2047,07/02/2017,Expenses,Food,50.30,,
2048,12/02/2017,Expenses,Health,61.49,,
2049,13/02/2017,Expenses,Food,49.97,,
2050,15/02/2017,Expenses,,249.89,,
2051,16/02/2017,Expenses,,195.69,,
2052,17/02/2017,Expenses,Shopping,295.75,,
2053,19/02/2017,Expenses,Food,47.59,,
2054,20/02/2017,Savings buying,,275.1,14.04,0
2055,22/02/2017,Expenses,Food,46.63,,
2056,01/03/2017,Income,,3500.00,,
2057,01/03/2017,Expenses,Housing,1700.00,,
2058,01/03/2017,Expenses,Utilities,300.00,,
2059,02/03/2017,Expenses,Food,50.99,,
2060,03/03/2017,Expenses,,99.99,,
2061,04/03/2017,Expenses,Utilities,129.45,,
2062,05/03/2017,Expenses,Food,50.14,,
2063,05/03/2017,Expenses,Leisure,544.22,,
2064,08/03/2017,Expenses,Food,48.36,,
2065,08/03/2017,Expenses,,183.99,,
2066,10/03/2017,Expenses,Food,47.66,,
2067,11/03/2017,Expenses,Food,47.52,,
2068,13/03/2017,Expenses,Food,47.38,,
2069,17/03/2017,Expenses,Food,47.23,,
2070,18/03/2017,Expenses,Food,47.08,,
2071,19/03/2017,Expenses,Health,57.63,,
2072,23/03/2017,Expenses,Shopping,164.22,,
2073,24/03/2017,Expenses,Leisure,473.38,,
2074,25/03/2017,Expenses,,180.60,,
2075,26/03/2017,Expenses,Food,44.32,,
2076,28/03/2017,Expenses,Food,44.18,,
2077,29/03/2017,Expenses,Utilities,65.54,,
2078,30/03/2017,Expenses,Food,43.85,,
2079,31/03/2017,Expenses,Food,43.72,,
2080,31/03/2017,Savings selling,,273.98,119.19,2
2081,01/04/2017,Income,,3500.00,,
2082,01/04/2017,Expenses,Housing,1700.00,,
2083,01/04/2017,Expenses,Utilities,300.00,,
2084,01/04/2017,Expenses,Food,48.91,,
2085,02/04/2017,Savings buying,,189.31,128.65,2
2086,04/04/2017,Expenses,Food,48.20,,
2087,06/04/2017,Expenses,Leisure,520.52,,
2088,13/04/2017,Expenses,Utilities,17.30,,
2089,16/04/2017,Expenses,Food,46.44,,
2090,18/04/2017,Expenses,Food,46.30,,
2091,18/04/2017,Expenses,Health,34.89,,
2092,20/04/2017,Expenses,Shopping,812.71,,
2093,21/04/2017,Expenses,Food,43.62,,
2094,22/04/2017,Expenses,Food,43.49,,
2095,24/04/2017,Expenses,Food,43.36,,
2096,27/04/2017,Expenses,Food,43.23,,
2097,27/04/2017,Expenses,Health,34.50,,
2098,01/05/2017,Income,,3500.00,,
2099,01/05/2017,Expenses,Housing,1700.00,,
2100,01/05/2017,Expenses,Utilities,300.00,,
2101,03/05/2017,Savings buying,,197.74,2.3,1
2102,05/05/2017,Expenses,Food,46.90,,
2103,09/05/2017,Expenses,Food,46.76,,
2104,12/05/2017,Expenses,Food,46.62,,
2105,13/05/2017,Income,,351.68,,
2106,19/05/2017,Expenses,Food,47.53,,
2107,20/05/2017,Expenses,Health,93.35,,
2108,21/05/2017,Expenses,Food,47.11,,
2109,25/05/2017,Expenses,Food,46.97,,
2110,27/05/2017,Expenses,Food,46.82,,
2111,27/05/2017,Expenses,Health,62.63,,
2112,30/05/2017,Expenses,Food,46.50,,
2113,31/05/2017,Expenses,Utilities,95.88,,
2114,01/06/2017,Income,,3500.00,,
2115,01/06/2017,Expenses,Housing,1700.00,,
2116,01/06/2017,Expenses,Utilities,300.00,,
2117,02/06/2017,Income,,426.77,,
2118,04/06/2017,Expenses,,280.21,,
2119,08/06/2017,Expenses,Food,51.01,,
2120,11/06/2017,Expenses,,37.68,,
2121,12/06/2017,Expenses,Food,50.74,,
2122,15/06/2017,Expenses,Food,50.59,,
2123,16/06/2017,Expenses,,87.21,,
2124,18/06/2017,Expenses,Food,50.19,,
2125,21/06/2017,Expenses,Food,50.04,,
2126,21/06/2017,Expenses,Shopping,134.89,,
2127,22/06/2017,Expenses,Food,49.48,,
2128,22/06/2017,Expenses,Leisure,92.11,,
2129,23/06/2017,Expenses,Health,102.69,,
2130,29/06/2017,Expenses,Food,48.75,,
2131,29/06/2017,Expenses,,159.83,,
2132,01/07/2017,Income,,3500.00,,
2133,01/07/2017,Expenses,Housing,1700.00,,
2134,01/07/2017,Expenses,Utilities,300.00,,
2135,05/07/2017,Expenses,Food,52.63,,
2136,07/07/2017,Expenses,Food,52.47,,
2137,11/07/2017,Expenses,Food,52.31,,
2138,24/07/2017,Expenses,Food,52.15,,
2139,25/07/2017,Expenses,Utilities,125.43,,
2140,25/07/2017,Savings buying,,272.46,130.26,2
2141,01/08/2017,Income,,3500.00,,
2142,01/08/2017,Expenses,Housing,1700.00,,
2143,01/08/2017,Expenses,Utilities,300.00,,
2144,04/08/2017,Income,,206.05,,
2145,04/08/2017,Expenses,Food,55.92,,
2146,09/08/2017,Expenses,Food,55.75,,
2147,15/08/2017,Expenses,Utilities,57.65,,
2148,18/08/2017,Expenses,Utilities,77.91,,
2149,21/08/2017,Expenses,Utilities,74.31,,
2150,21/08/2017,Expenses,Leisure,394.30,,
2151,21/08/2017,Expenses,,356.58,,
2152,22/08/2017,Expenses,Food,52.70,,
2153,23/08/2017,Expenses,Food,52.54,,
2154,24/08/2017,Expenses,Food,52.38,,
2155,27/08/2017,Expenses,Food,52.23,,
2156,29/08/2017,Expenses,Food,52.07,,
2157,31/08/2017,Expenses,Food,51.91,,
2158,01/09/2017,Income,,3500.00,,
2159,01/09/2017,Expenses,Housing,1700.00,,
2160,01/09/2017,Expenses,Utilities,300.00,,
2161,01/09/2017,Expenses,Leisure,103.92,,
2162,03/09/2017,Expenses,Food,55.94,,
2163,04/09/2017,Expenses,Food,55.78,,
2164,04/09/2017,Expenses,,229.70,,
2165,07/09/2017,Expenses,Food,54.92,,
2166,12/09/2017,Expenses,Leisure,106.29,,
2167,12/09/2017,Expenses,,209.46,,
2168,13/09/2017,Savings selling,,351.93,92.8,2
2169,14/09/2017,Expenses,Food,54.86,,
2170,17/09/2017,Expenses,Food,54.72,,
2171,21/09/2017,Expenses,Shopping,401.42,,
2172,25/09/2017,Expenses,,149.99,,
2173,26/09/2017,Expenses,Food,52.86,,
2174,27/09/2017,Expenses,Food,52.71,,
2175,30/09/2017,Expenses,Food,52.55,,
2176,01/10/2017,Income,,3500.00,,
2177,01/10/2017,Expenses,Housing,1700.00,,
2178,01/10/2017,Expenses,Utilities,300.00,,
2179,01/10/2017,Expenses,Food,56.89,,
2180,03/10/2017,Expenses,,75.33,,
2181,06/10/2017,Expenses,Food,56.49,,
2182,08/10/2017,Expenses,Leisure,256.01,,
2183,10/10/2017,Savings selling,,312.0,3.82,1
2184,11/10/2017,Expenses,Food,56.49,,
2185,12/10/2017,Expenses,Food,56.32,,
2186,18/10/2017,Expenses,Shopping,842.38,,
2187,21/10/2017,Expenses,Food,53.62,,
2188,26/10/2017,Expenses,Food,53.46,,
2189,29/10/2017,Expenses,Food,53.30,,
2190,30/10/2017,Expenses,Food,53.14,,
2191,31/10/2017,Expenses,Food,52.98,,
2192,01/11/2017,Income,,3500.00,,
2193,01/11/2017,Expenses,Housing,1700.00,,
2194,01/11/2017,Expenses,Utilities,300.00,,
2195,01/11/2017,Expenses,,251.75,,
2196,03/11/2017,Expenses,Health,46.48,,
2197,08/11/2017,Expenses,Food,56.43,,
2198,08/11/2017,Expenses,Health,68.97,,
2199,10/11/2017,Expenses,Food,56.05,,
2200,10/11/2017,Expenses,Shopping,1042.59,,
2201,15/11/2017,Expenses,,234.81,,
2202,16/11/2017,Expenses,Food,52.05,,
2203,17/11/2017,Expenses,Food,51.90,,
2204,18/11/2017,Expenses,Food,51.74,,
2205,21/11/2017,Expenses,Utilities,132.26,,
2206,22/11/2017,Expenses,Food,51.19,,
2207,25/11/2017,Expenses,Food,51.04,,
2208,26/11/2017,Expenses,Food,50.88,,
2209,26/11/2017,Savings selling,,215.69,16.93,0
2210,30/11/2017,Expenses,Food,51.38,,
2211,01/12/2017,Income,,3500.00,,
2212,01/12/2017,Expenses,Housing,1700.00,,
2213,01/12/2017,Expenses,Utilities,300.00,,
2214,01/12/2017,Expenses,Health,53.19,,
2215,07/12/2017,Expenses,Health,137.90,,
2216,09/12/2017,Expenses,Food,55.15,,
2217,11/12/2017,Expenses,Food,54.97,,
2218,12/12/2017,Expenses,Utilities,109.44,,
2219,12/12/2017,Expenses,,173.82,,
2220,15/12/2017,Expenses,Food,53.95,,
2221,16/12/2017,Expenses,Leisure,97.65,,
2222,17/12/2017,Expenses,Food,53.50,,
2223,18/12/2017,Expenses,Housing,162.69,,
2224,21/12/2017,Expenses,Utilities,79.24,,
2225,22/12/2017,Expenses,Food,52.61,,
2226,22/12/2017,Expenses,Leisure,408.78,,
2227,22/12/2017,Savings buying,,185.46,19.69,0
2228,24/12/2017,Savings buying,,293.99,184.44,2
2229,26/12/2017,Expenses,Food,49.78,,
2230,31/12/2017,Expenses,Food,49.63,,
2231,31/12/2017,Expenses,Health,83.59,,
2232,01/01/2018,Income,,3500.00,,
2233,01/01/2018,Expenses,Housing,1700.00,,
2234,01/01/2018,Expenses,Utilities,300.00,,
2235,04/01/2018,Expenses,Food,53.73,,
2236,04/01/2018,Expenses,Shopping,209.97,,
2237,06/01/2018,Expenses,Food,52.95,,
2238,07/01/2018,Expenses,Food,52.79,,
2239,09/01/2018,Expenses,Food,52.63,,
2240,09/01/2018,Expenses,Health,114.29,,
2241,12/01/2018,Expenses,Health,189.39,,
2242,15/01/2018,Expenses,Food,51.56,,
2243,25/01/2018,Expenses,Food,51.41,,
2244,31/01/2018,Expenses,Food,51.25,,
2245,01/02/2018,Income,,3500.00,,
2246,01/02/2018,Expenses,Housing,1700.00,,
2247,01/02/2018,Expenses,Utilities,300.00,,
2248,05/02/2018,Expenses,Food,55.60,,
2249,10/02/2018,Expenses,Food,55.43,,
2250,14/02/2018,Expenses,Food,55.26,,
2251,24/02/2018,Expenses,Leisure,38.71,,
2252,25/02/2018,Expenses,Utilities,77.37,,
2253,01/03/2018,Income,,3500.00,,
2254,01/03/2018,Expenses,Housing,1700.00,,
2255,01/03/2018,Expenses,Utilities,300.00,,
2256,02/03/2018,Expenses,Food,59.25,,
2257,02/03/2018,Expenses,Health,6.24,,
2258,10/03/2018,Expenses,Food,59.05,,
2259,10/03/2018,Expenses,Leisure,270.82,,
2260,12/03/2018,Expenses,Food,58.06,,
2261,17/03/2018,Expenses,Food,57.89,,
2262,17/03/2018,Savings selling,,344.52,127.62,2
2263,20/03/2018,Expenses,Health,6.64,,
2264,21/03/2018,Expenses,Leisure,216.69,,
2265,23/03/2018,Expenses,Utilities,106.75,,
2266,25/03/2018,Expenses,Utilities,116.58,,
2267,26/03/2018,Expenses,Food,57.41,,
2268,27/03/2018,Expenses,Food,57.24,,
2269,31/03/2018,Expenses,Food,57.07,,
2270,31/03/2018,Expenses,Health,118.82,,
2271,01/04/2018,Income,,3500.00,,
2272,01/04/2018,Expenses,Housing,1700.00,,
2273,01/04/2018,Expenses,Utilities,300.00,,
2274,09/04/2018,Expenses,Health,35.43,,
2275,10/04/2018,Expenses,Utilities,99.77,,
2276,10/04/2018,Expenses,Shopping,1050.29,,
2277,11/04/2018,Expenses,Food,57.48,,
2278,11/04/2018,Expenses,Utilities,162.18,,
2279,12/04/2018,Expenses,Food,56.82,,
2280,13/04/2018,Expenses,Shopping,116.36,,
2281,15/04/2018,Expenses,Food,56.30,,
2282,17/04/2018,Expenses,Food,56.13,,
2283,19/04/2018,Expenses,Health,82.24,,
2284,19/04/2018,Expenses,Shopping,2.55,,
2285,19/04/2018,Expenses,,44.78,,
2286,21/04/2018,Income,,500.50,,
2287,23/04/2018,Savings selling,,253.03,8.81,0
2288,24/04/2018,Expenses,Food,57.81,,
2289,29/04/2018,Expenses,Food,57.65,,
2290,01/05/2018,Income,,3500.00,,
2291,01/05/2018,Expenses,Housing,1700.00,,
2292,01/05/2018,Expenses,Utilities,300.00,,
2293,02/05/2018,Expenses,Food,61.98,,
2294,03/05/2018,Expenses,Food,61.79,,
2295,03/05/2018,Expenses,,170.64,,
2296,06/05/2018,Expenses,Food,61.10,,
2297,13/05/2018,Expenses,Shopping,256.48,,
2298,13/05/2018,Savings buying,,375.88,5.66,1
2299,16/05/2018,Expenses,Food,59.03,,
2300,17/05/2018,Expenses,Food,58.86,,
2301,17/05/2018,Expenses,,182.61,,
2302,25/05/2018,Expenses,Food,58.13,,
2303,26/05/2018,Expenses,Food,57.96,,
2304,27/05/2018,Expenses,Food,57.79,,
2305,28/05/2018,Expenses,Food,57.61,,
2306,31/05/2018,Expenses,Food,57.46,,
2307,01/06/2018,Income,,3500.00,,
2308,01/06/2018,Expenses,Housing,1700.00,,
2309,01/06/2018,Expenses,Utilities,300.00,,
2310,01/06/2018,Expenses,Food,61.79,,
2311,01/06/2018,Expenses,Health,85.63,,
2312,01/06/2018,Expenses,Leisure,423.98,,
2313,02/06/2018,Savings selling,,248.56,5.96,1
2314,06/06/2018,Expenses,Food,60.83,,
2315,06/06/2018,Expenses,Utilities,118.45,,
2316,09/06/2018,Expenses,Health,121.60,,
2317,10/06/2018,Expenses,Food,59.93,,
2318,11/06/2018,Expenses,Food,59.75,,
2319,13/06/2018,Expenses,Food,59.57,,
2320,18/06/2018,Expenses,Health,56.81,,
2321,20/06/2018,Expenses,Food,59.22,,
2322,26/06/2018,Expenses,Food,59.01,,
2323,26/06/2018,Savings buying,,217.06,7.0,1
2324,30/06/2018,Expenses,Food,58.18,,
2325,01/07/2018,Income,,3500.00,,
2326,01/07/2018,Expenses,Housing,1700.00,,
2327,01/07/2018,Expenses,Utilities,300.00,,
2328,01/07/2018,Expenses,Food,62.51,,
