id,date,type,category,quantity,value,reference
1678,27/03/2018,Expenses,Food,1,22.64,
1679,29/03/2018,Expenses,Food,1,22.57,
1680,31/03/2018,Expenses,Food,1,22.50,
1681,01/04/2018,Income,,1,3500.00,
1682,01/04/2018,Income,,1,0.00,
1683,01/04/2018,Expenses,Housing,1,1700.00,
1684,01/04/2018,Expenses,Food,1,0.00,
1685,01/04/2018,Expenses,Utilities,1,300.00,
1686,01/04/2018,Expenses,Health,1,0.00,
1687,01/04/2018,Expenses,Shopping,1,0.00,
1688,01/04/2018,Expenses,Leisure,1,0.00,
1689,01/04/2018,Expenses,Other,1,0.00,
1690,01/04/2018,Debt selling,,0.01,20000.00,d0
1691,01/04/2018,Asset expenses,,1,12.00,d0
1692,02/04/2018,Expenses,Leisure,1,0.00,
1693,05/04/2018,Expenses,Food,1,26.30,
1694,05/04/2018,Expenses,Other,1,270.81,
1695,06/04/2018,Expenses,Food,1,25.41,
1696,08/04/2018,Expenses,Food,1,25.33,
1697,12/04/2018,Debt selling,,0.0,20000.00,d0
1698,14/04/2018,Expenses,Other,1,64.96,
1699,16/04/2018,Expenses,Food,1,25.06,
1700,17/04/2018,Expenses,Food,1,24.99,
1701,20/04/2018,Debt selling,,0.01,20000.00,d0
1702,21/04/2018,Expenses,Food,1,24.31,
1703,23/04/2018,Expenses,Food,1,24.24,
1704,26/04/2018,Expenses,Shopping,1,0.00,
1705,30/04/2018,Expenses,Food,1,24.17,
1706,01/05/2018,Income,,1,3500.00,
1707,01/05/2018,Income,,1,0.00,
1708,01/05/2018,Expenses,Housing,1,1700.00,
1709,01/05/2018,Expenses,Food,1,0.00,
1710,01/05/2018,Expenses,Utilities,1,300.00,
1711,01/05/2018,Expenses,Health,1,0.00,
1712,01/05/2018,Expenses,Shopping,1,0.00,
1713,01/05/2018,Expenses,Leisure,1,0.00,
1714,01/05/2018,Expenses,Other,1,0.00,
1715,01/05/2018,Expenses,Food,1,28.59,
1716,01/05/2018,Debt selling,,0.01,20000.00,d0
1717,01/05/2018,Asset expenses,,1,8.00,d0
1718,02/05/2018,Expenses,Health,1,71.34,
1719,04/05/2018,Expenses,Food,1,27.66,
1720,04/05/2018,Expenses,Utilities,1,97.62,
1721,07/05/2018,Expenses,Food,1,27.28,
1722,08/05/2018,Expenses,Other,1,198.96,
1723,09/05/2018,Debt selling,,0.0,20000.00,d0
1724,14/05/2018,Expenses,Food,1,26.61,
1725,17/05/2018,Expenses,Food,1,26.53,
1726,17/05/2018,Expenses,Shopping,1,532.35,
1727,18/05/2018,Expenses,Shopping,1,435.60,
1728,19/05/2018,Expenses,Food,1,23.54,
1729,22/05/2018,Expenses,Food,1,23.43,
1730,25/05/2018,Expenses,Shopping,1,0.00,
1731,29/05/2018,Debt selling,,0.0,20000.00,d0
1732,30/05/2018,Expenses,Leisure,1,0.00,
1733,31/05/2018,Expenses,Shopping,1,0.00,
1734,01/06/2018,Income,,1,3500.00,
1735,01/06/2018,Income,,1,0.00,
1736,01/06/2018,Expenses,Housing,1,1700.00,
1737,01/06/2018,Expenses,Food,1,0.00,
1738,01/06/2018,Expenses,Utilities,1,300.00,
1739,01/06/2018,Expenses,Health,1,0.00,
1740,01/06/2018,Expenses,Shopping,1,0.00,
1741,01/06/2018,Expenses,Leisure,1,0.00,
1742,01/06/2018,Expenses,Other,1,0.00,
1743,01/06/2018,Debt selling,,0.01,20000.00,d0
1744,01/06/2018,Asset expenses,,1,6.00,d0
1745,07/06/2018,Expenses,Food,1,27.24,
1746,07/06/2018,Expenses,Shopping,1,0.00,
1747,08/06/2018,Expenses,Leisure,1,0.00,
1748,09/06/2018,Expenses,Shopping,1,0.00,
1749,09/06/2018,Expenses,Leisure,1,0.00,
1750,11/06/2018,Expenses,Food,1,27.16,
1751,11/06/2018,Expenses,Other,1,213.22,
1752,15/06/2018,Expenses,Other,1,0.00,
1753,16/06/2018,Expenses,Food,1,26.44,
1754,16/06/2018,Expenses,Leisure,1,1153.29,
1755,17/06/2018,Expenses,Food,1,22.90,
1756,19/06/2018,Expenses,Food,1,22.83,
1757,20/06/2018,Expenses,Food,1,22.77,
1758,22/06/2018,Expenses,Food,1,22.70,
1759,24/06/2018,Expenses,Food,1,22.63,
1760,24/06/2018,Expenses,Health,1,79.58,
1761,24/06/2018,Savings selling,,0,2004.50,a1
1762,26/06/2018,Expenses,Food,1,22.32,
1763,30/06/2018,Expenses,Food,1,22.26,
1764,01/07/2018,Income,,1,3500.00,
1765,01/07/2018,Income,,1,0.00,
1766,01/07/2018,Expenses,Housing,1,1700.00,
1767,01/07/2018,Expenses,Food,1,0.00,
1768,01/07/2018,Expenses,Utilities,1,300.00,
1769,01/07/2018,Expenses,Health,1,0.00,
1770,01/07/2018,Expenses,Shopping,1,0.00,
1771,01/07/2018,Expenses,Leisure,1,0.00,
1772,01/07/2018,Expenses,Other,1,0.00,
1773,01/07/2018,Expenses,Food,1,26.69,
1774,01/07/2018,Expenses,Shopping,1,0.00,
1775,01/07/2018,Debt selling,,0.01,20000.00,d0
1776,01/07/2018,Asset expenses,,1,4.00,d0
1777,07/07/2018,Expenses,Food,1,26.01,
1778,10/07/2018,Expenses,Food,1,25.93,
1779,11/07/2018,Expenses,Health,1,0.00,
1780,11/07/2018,Expenses,Other,1,174.16,
1781,14/07/2018,Expenses,Health,1,58.04,
1782,15/07/2018,Expenses,Food,1,25.15,
1783,16/07/2018,Expenses,Utilities,1,90.18,
1784,16/07/2018,Expenses,Health,1,12.34,
1785,21/07/2018,Expenses,Food,1,24.75,
1786,25/07/2018,Expenses,Leisure,1,0.00,
1787,26/07/2018,Debt selling,,0.0,20000.00,d0
1788,29/07/2018,Expenses,Shopping,1,332.48,
1789,29/07/2018,Expenses,Leisure,1,38.86,
1790,29/07/2018,Debt selling,,0.0,20000.00,d0
1791,30/07/2018,Income,,1,151.76,
1792,30/07/2018,Expenses,Health,1,29.26,
1793,31/07/2018,Expenses,Utilities,1,46.33,
1794,01/08/2018,Income,,1,3500.00,
1795,01/08/2018,Income,,1,0.00,
1796,01/08/2018,Expenses,Housing,1,1700.00,
1797,01/08/2018,Expenses,Food,1,0.00,
1798,01/08/2018,Expenses,Utilities,1,300.00,
1799,01/08/2018,Expenses,Health,1,0.00,
1800,01/08/2018,Expenses,Shopping,1,0.00,
1801,01/08/2018,Expenses,Leisure,1,0.00,
1802,01/08/2018,Expenses,Other,1,0.00,
1803,01/08/2018,Debt selling,,0.01,20000.00,d0
1804,01/08/2018,Asset expenses,,1,2.00,d0
1805,02/08/2018,Expenses,Food,1,27.68,
1806,03/08/2018,Expenses,Food,1,27.60,
1807,03/08/2018,Expenses,Health,1,11.97,
1808,05/08/2018,Expenses,Food,1,27.48,
1809,07/08/2018,Expenses,Food,1,27.40,
1810,07/08/2018,Expenses,Leisure,1,132.97,
1811,07/08/2018,Expenses,Other,1,0.00,
1812,09/08/2018,Expenses,Food,1,26.92,
1813,11/08/2018,Expenses,Food,1,26.84,
1814,12/08/2018,Expenses,Utilities,1,86.79,
1815,12/08/2018,Expenses,Other,1,285.64,
1816,13/08/2018,Expenses,Other,1,174.48,
1817,16/08/2018,Expenses,Leisure,1,177.43,
1818,17/08/2018,Expenses,Food,1,24.57,
1819,18/08/2018,Expenses,Food,1,24.50,
1820,18/08/2018,Expenses,Shopping,1,0.00,
1821,18/08/2018,Expenses,Other,1,181.51,
1822,20/08/2018,Expenses,Shopping,1,83.65,
1823,21/08/2018,Expenses,Shopping,1,0.00,
1824,23/08/2018,Expenses,Food,1,23.64,
1825,25/08/2018,Expenses,Other,1,99.21,
1826,30/08/2018,Expenses,Shopping,1,818.56,
1827,31/08/2018,Debt selling,,0.0,20000.00,d0
1828,01/09/2018,Income,,1,3500.00,
1829,01/09/2018,Income,,1,0.00,
1830,01/09/2018,Expenses,Housing,1,1700.00,
1831,01/09/2018,Expenses,Food,1,0.00,
1832,01/09/2018,Expenses,Utilities,1,300.00,
1833,01/09/2018,Expenses,Health,1,0.00,
1834,01/09/2018,Expenses,Shopping,1,0.00,
1835,01/09/2018,Expenses,Leisure,1,0.00,
1836,01/09/2018,Expenses,Other,1,0.00,
1837,01/09/2018,Expenses,Other,1,117.45,
1838,01/09/2018,Debt selling,,0.01,20000.00,d0
1839,01/09/2018,Asset expenses,,1,-0.00,d0
1840,02/09/2018,Expenses,Food,1,24.36,
1841,03/09/2018,Income,,1,21.01,
1842,10/09/2018,Expenses,Health,1,80.27,
1843,12/09/2018,Expenses,Food,1,24.11,
1844,15/09/2018,Expenses,Food,1,24.04,
1845,16/09/2018,Savings buying,,0.01,2088.70,a1
1846,21/09/2018,Expenses,Food,1,23.90,
1847,21/09/2018,Expenses,Utilities,1,40.33,
1848,23/09/2018,Expenses,Food,1,23.71,
1849,23/09/2018,Expenses,Other,1,125.12,
1850,27/09/2018,Expenses,Food,1,23.27,
1851,29/09/2018,Expenses,Food,1,23.20,
1852,01/10/2018,Income,,1,3500.00,
1853,01/10/2018,Income,,1,0.00,
1854,01/10/2018,Expenses,Housing,1,1700.00,
1855,01/10/2018,Expenses,Food,1,0.00,
1856,01/10/2018,Expenses,Utilities,1,300.00,
1857,01/10/2018,Expenses,Health,1,0.00,
1858,01/10/2018,Expenses,Shopping,1,0.00,
1859,01/10/2018,Expenses,Leisure,1,0.00,
1860,01/10/2018,Expenses,Other,1,0.00,
1861,03/10/2018,Expenses,Food,1,27.63,
1862,03/10/2018,Expenses,Leisure,1,0.00,
1863,05/10/2018,Expenses,Leisure,1,503.45,
1864,07/10/2018,Expenses,Other,1,97.75,
1865,09/10/2018,Expenses,Food,1,25.75,
1866,11/10/2018,Expenses,Food,1,25.67,
1867,12/10/2018,Expenses,Food,1,25.59,
1868,14/10/2018,Expenses,Other,1,177.42,
1869,16/10/2018,Savings buying,,0.05,2118.57,a1
1870,17/10/2018,Expenses,Food,1,24.66,
1871,18/10/2018,Expenses,Food,1,24.58,
1872,18/10/2018,Expenses,Health,1,24.63,
1873,25/10/2018,Expenses,Food,1,24.43,
1874,26/10/2018,Expenses,Food,1,24.36,
1875,26/10/2018,Expenses,Other,1,233.05,
1876,30/10/2018,Income,,1,0.00,
1877,31/10/2018,Expenses,Food,1,23.59,
1878,01/11/2018,Income,,1,3500.00,
1879,01/11/2018,Income,,1,0.00,
1880,01/11/2018,Expenses,Housing,1,1700.00,
1881,01/11/2018,Expenses,Food,1,0.00,
1882,01/11/2018,Expenses,Utilities,1,300.00,
1883,01/11/2018,Expenses,Health,1,0.00,
1884,01/11/2018,Expenses,Shopping,1,0.00,
1885,01/11/2018,Expenses,Leisure,1,0.00,
1886,01/11/2018,Expenses,Other,1,0.00,
1887,01/11/2018,Expenses,Other,1,109.10,
1888,03/11/2018,Expenses,Food,1,27.69,
1889,03/11/2018,Expenses,Leisure,1,235.65,
1890,04/11/2018,Expenses,Food,1,26.90,
1891,07/11/2018,Expenses,Food,1,26.83,
1892,08/11/2018,Expenses,Food,1,26.75,
1893,08/11/2018,Expenses,Shopping,1,0.00,
1894,10/11/2018,Expenses,Food,1,26.67,
1895,17/11/2018,Expenses,Leisure,1,0.00,
1896,19/11/2018,Expenses,Food,1,26.59,
1897,21/11/2018,Expenses,Shopping,1,336.78,
1898,24/11/2018,Expenses,Food,1,25.50,
1899,24/11/2018,Savings selling,,0,2161.33,a0
1900,26/11/2018,Expenses,Utilities,1,49.68,
1901,28/11/2018,Expenses,Food,1,25.28,
1902,28/11/2018,Expenses,Health,1,161.76,
1903,29/11/2018,Expenses,Food,1,24.71,
1904,29/11/2018,Savings buying,,0,2162.75,a2
1905,30/11/2018,Expenses,Other,1,248.05,
1906,01/12/2018,Income,,1,3500.00,
1907,01/12/2018,Income,,1,0.00,
1908,01/12/2018,Expenses,Housing,1,1700.00,
1909,01/12/2018,Expenses,Food,1,0.00,
1910,01/12/2018,Expenses,Utilities,1,300.00,
1911,01/12/2018,Expenses,Health,1,0.00,
1912,01/12/2018,Expenses,Shopping,1,0.00,
1913,01/12/2018,Expenses,Leisure,1,0.00,
1914,01/12/2018,Expenses,Other,1,0.00,
1915,01/12/2018,Expenses,Food,1,28.39,
1916,04/12/2018,Expenses,Food,1,28.31,
1917,06/12/2018,Expenses,Food,1,28.22,
1918,06/12/2018,Expenses,Leisure,1,0.00,
1919,07/12/2018,Expenses,Other,1,170.57,
1920,08/12/2018,Expenses,Health,1,198.00,
1921,09/12/2018,Expenses,Food,1,27.03,
1922,10/12/2018,Expenses,Food,1,26.95,
1923,12/12/2018,Expenses,Food,1,26.87,
1924,14/12/2018,Expenses,Food,1,26.79,
1925,15/12/2018,Expenses,Food,1,26.71,
1926,15/12/2018,Expenses,Leisure,1,0.00,
1927,16/12/2018,Expenses,Food,1,26.63,
1928,17/12/2018,Expenses,Food,1,26.55,
1929,18/12/2018,Expenses,Food,1,26.47,
1930,18/12/2018,Expenses,Utilities,1,71.49,
1931,19/12/2018,Expenses,Food,1,26.18,
1932,20/12/2018,Expenses,Food,1,26.10,
1933,21/12/2018,Expenses,Food,1,26.02,
1934,21/12/2018,Savings buying,,0.01,2185.33,a1
1935,22/12/2018,Expenses,Food,1,25.88,
1936,25/12/2018,Expenses,Food,1,25.80,
1937,26/12/2018,Expenses,Food,1,25.72,
1938,28/12/2018,Expenses,Food,1,25.64,
1939,31/12/2018,Expenses,Leisure,1,111.29,
1940,01/01/2019,Income,,1,3500.00,
1941,01/01/2019,Income,,1,0.00,
1942,01/01/2019,Expenses,Housing,1,1700.00,
1943,01/01/2019,Expenses,Food,1,0.00,
1944,01/01/2019,Expenses,Utilities,1,300.00,
1945,01/01/2019,Expenses,Health,1,0.00,
1946,01/01/2019,Expenses,Shopping,1,0.00,
1947,01/01/2019,Expenses,Leisure,1,0.00,
1948,01/01/2019,Expenses,Other,1,0.00,
1949,01/01/2019,Expenses,Food,1,29.72,
1950,07/01/2019,Expenses,Health,1,122.84,
1951,11/01/2019,Expenses,Food,1,29.27,
1952,15/01/2019,Expenses,Food,1,29.18,
1953,18/01/2019,Expenses,Food,1,29.09,
1954,26/01/2019,Expenses,Health,1,106.48,
1955,01/02/2019,Income,,1,3500.00,
1956,01/02/2019,Income,,1,0.00,
1957,01/02/2019,Expenses,Housing,1,1700.00,
1958,01/02/2019,Expenses,Food,1,0.00,
1959,01/02/2019,Expenses,Utilities,1,300.00,
1960,01/02/2019,Expenses,Health,1,0.00,
1961,01/02/2019,Expenses,Shopping,1,0.00,
1962,01/02/2019,Expenses,Leisure,1,0.00,
1963,01/02/2019,Expenses,Other,1,0.00,
1964,02/02/2019,Expenses,Food,1,33.18,
1965,02/02/2019,Expenses,Health,1,44.97,
1966,06/02/2019,Expenses,Food,1,32.95,
1967,09/02/2019,Expenses,Food,1,32.85,
1968,10/02/2019,Expenses,Food,1,32.75,
1969,14/02/2019,Expenses,Shopping,1,94.21,
1970,14/02/2019,Expenses,Leisure,1,159.57,
1971,17/02/2019,Expenses,Health,1,123.23,
1972,18/02/2019,Expenses,Health,1,0.00,
1973,19/02/2019,Expenses,Food,1,31.52,
1974,20/02/2019,Expenses,Shopping,1,0.00,
1975,20/02/2019,Expenses,Leisure,1,0.00,
1976,20/02/2019,Expenses,Other,1,0.00,
1977,21/02/2019,Expenses,Food,1,31.43,
1978,24/02/2019,Expenses,Food,1,31.33,
1979,24/02/2019,Savings selling,,0.06,2250.86,a1
1980,27/02/2019,Expenses,Food,1,31.63,
1981,01/03/2019,Income,,1,3500.00,
1982,01/03/2019,Income,,1,0.00,
1983,01/03/2019,Expenses,Housing,1,1700.00,
1984,01/03/2019,Expenses,Food,1,0.00,
1985,01/03/2019,Expenses,Utilities,1,300.00,
1986,01/03/2019,Expenses,Health,1,0.00,
1987,01/03/2019,Expenses,Shopping,1,0.00,
1988,01/03/2019,Expenses,Leisure,1,0.00,
1989,01/03/2019,Expenses,Other,1,0.00,
1990,03/03/2019,Expenses,Food,1,36.04,
1991,04/03/2019,Expenses,Health,1,9.43,
1992,07/03/2019,Expenses,Food,1,35.92,
1993,08/03/2019,Expenses,Food,1,35.81,
1994,08/03/2019,Expenses,Health,1,55.31,
1995,15/03/2019,Expenses,Food,1,35.53,
1996,16/03/2019,Income,,1,135.54,
1997,16/03/2019,Expenses,Health,1,0.00,
1998,17/03/2019,Expenses,Health,1,98.17,
1999,17/03/2019,Expenses,Shopping,1,0.00,
2000,19/03/2019,Expenses,Food,1,35.55,
2001,20/03/2019,Savings buying,,0.1,2275.33,a1
2002,21/03/2019,Expenses,Food,1,34.76,
2003,23/03/2019,Savings buying,,0.04,2278.34,a1
2004,24/03/2019,Expenses,Food,1,34.39,
2005,26/03/2019,Expenses,Food,1,34.28,
2006,27/03/2019,Expenses,Food,1,34.18,
2007,30/03/2019,Income,,1,90.90,
2008,30/03/2019,Expenses,Health,1,96.01,
2009,30/03/2019,Savings buying,,0.06,2287.67,a0
2010,01/04/2019,Income,,1,3500.00,
2011,01/04/2019,Income,,1,0.00,
2012,01/04/2019,Expenses,Housing,1,1700.00,
2013,01/04/2019,Expenses,Food,1,0.00,
2014,01/04/2019,Expenses,Utilities,1,300.00,
2015,01/04/2019,Expenses,Health,1,0.00,
2016,01/04/2019,Expenses,Shopping,1,0.00,
2017,01/04/2019,Expenses,Leisure,1,0.00,
2018,01/04/2019,Expenses,Other,1,0.00,
2019,01/04/2019,Expenses,Leisure,1,384.79,
2020,03/04/2019,Expenses,Food,1,37.00,
2021,08/04/2019,Expenses,Food,1,36.88,
2022,10/04/2019,Expenses,Food,1,36.77,
2023,13/04/2019,Expenses,Food,1,36.66,
2024,14/04/2019,Expenses,Food,1,36.55,
2025,15/04/2019,Expenses,Food,1,36.44,
2026,17/04/2019,Expenses,Health,1,50.68,
2027,19/04/2019,Expenses,Food,1,36.18,
2028,23/04/2019,Expenses,Other,1,58.62,
2029,25/04/2019,Expenses,Food,1,35.91,
2030,27/04/2019,Expenses,Housing,1,121.28,
2031,28/04/2019,Expenses,Food,1,35.44,
2032,30/04/2019,Expenses,Leisure,1,0.00,
2033,01/05/2019,Income,,1,3500.00,
2034,01/05/2019,Income,,1,0.00,
2035,01/05/2019,Expenses,Housing,1,1700.00,
2036,01/05/2019,Expenses,Food,1,0.00,
2037,01/05/2019,Expenses,Utilities,1,300.00,
2038,01/05/2019,Expenses,Health,1,0.00,
2039,01/05/2019,Expenses,Shopping,1,0.00,
2040,01/05/2019,Expenses,Leisure,1,0.00,
2041,01/05/2019,Expenses,Other,1,0.00,
2042,07/05/2019,Expenses,Food,1,39.83,
2043,08/05/2019,Expenses,Food,1,39.71,
2044,11/05/2019,Expenses,Food,1,39.59,
2045,12/05/2019,Expenses,Food,1,39.48,
2046,12/05/2019,Expenses,Leisure,1,212.97,
2047,13/05/2019,Expenses,Health,1,117.80,
2048,13/05/2019,Savings selling,,0.04,2329.67,a1
2049,16/05/2019,Expenses,Food,1,38.64,
2050,19/05/2019,Expenses,Leisure,1,0.00,
2051,20/05/2019,Expenses,Food,1,38.53,
2052,21/05/2019,Expenses,Food,1,38.41,
2053,21/05/2019,Expenses,Leisure,1,395.70,
2054,28/05/2019,Expenses,Food,1,37.12,
2055,28/05/2019,Expenses,Health,1,38.15,
2056,29/05/2019,Expenses,Health,1,0.00,
2057,31/05/2019,Expenses,Food,1,36.89,
2058,31/05/2019,Expenses,Health,1,15.24,
2059,01/06/2019,Income,,1,3500.00,
2060,01/06/2019,Income,,1,0.00,
2061,01/06/2019,Expenses,Housing,1,1700.00,
2062,01/06/2019,Expenses,Food,1,0.00,
2063,01/06/2019,Expenses,Utilities,1,300.00,
2064,01/06/2019,Expenses,Health,1,0.00,
2065,01/06/2019,Expenses,Shopping,1,0.00,
2066,01/06/2019,Expenses,Leisure,1,0.00,
2067,01/06/2019,Expenses,Other,1,0.00,
2068,01/06/2019,Expenses,Utilities,1,80.91,
2069,03/06/2019,Expenses,Food,1,40.99,
2070,04/06/2019,Expenses,Food,1,40.87,
2071,05/06/2019,Savings buying,,0.09,2352.69,a1
2072,08/06/2019,Expenses,Other,1,141.53,
2073,09/06/2019,Expenses,Health,1,85.73,
2074,10/06/2019,Expenses,Food,1,39.43,
2075,13/06/2019,Expenses,Food,1,39.31,
2076,15/06/2019,Expenses,Food,1,39.19,
2077,16/06/2019,Expenses,Food,1,39.07,
2078,16/06/2019,Expenses,Leisure,1,89.04,
2079,20/06/2019,Expenses,Food,1,38.69,
2080,21/06/2019,Expenses,Food,1,38.57,
2081,21/06/2019,Expenses,Shopping,1,448.58,
2082,22/06/2019,Expenses,Food,1,37.11,
2083,23/06/2019,Expenses,Housing,1,136.27,
2084,23/06/2019,Expenses,Food,1,37.00,
2085,23/06/2019,Expenses,Other,1,31.17,
2086,26/06/2019,Expenses,Food,1,36.39,
2087,26/06/2019,Expenses,Health,1,84.43,
2088,28/06/2019,Expenses,Food,1,36.02,
2089,01/07/2019,Income,,1,3500.00,
2090,01/07/2019,Income,,1,0.00,
2091,01/07/2019,Expenses,Housing,1,1700.00,
2092,01/07/2019,Expenses,Food,1,0.00,
2093,01/07/2019,Expenses,Utilities,1,300.00,
2094,01/07/2019,Expenses,Health,1,0.00,
2095,01/07/2019,Expenses,Shopping,1,0.00,
2096,01/07/2019,Expenses,Leisure,1,0.00,
2097,01/07/2019,Expenses,Other,1,0.00,
2098,01/07/2019,Expenses,Food,1,40.41,
2099,03/07/2019,Expenses,Food,1,40.29,
2100,04/07/2019,Expenses,Food,1,40.17,
2101,06/07/2019,Expenses,Food,1,40.05,
2102,08/07/2019,Expenses,Other,1,124.17,
2103,09/07/2019,Expenses,Food,1,39.55,
2104,09/07/2019,Expenses,Health,1,96.31,
2105,09/07/2019,Expenses,Leisure,1,316.49,
2106,11/07/2019,Expenses,Food,1,38.20,
2107,15/07/2019,Expenses,Leisure,1,0.00,
2108,18/07/2019,Expenses,Food,1,38.07,
2109,18/07/2019,Expenses,Health,1,124.00,
2110,19/07/2019,Expenses,Leisure,1,283.15,
2111,21/07/2019,Expenses,Food,1,36.74,
2112,22/07/2019,Expenses,Food,1,36.65,
2113,22/07/2019,Expenses,Other,1,255.32,
2114,24/07/2019,Expenses,Food,1,35.78,
2115,26/07/2019,Expenses,Food,1,35.67,
2116,28/07/2019,Income,,1,183.28,
2117,29/07/2019,Expenses,Food,1,36.11,
2118,30/07/2019,Expenses,Shopping,1,0.00,
2119,01/08/2019,Income,,1,3500.00,
2120,01/08/2019,Income,,1,0.00,
2121,01/08/2019,Expenses,Housing,1,1700.00,
2122,01/08/2019,Expenses,Food,1,0.00,
2123,01/08/2019,Expenses,Utilities,1,300.00,
2124,01/08/2019,Expenses,Health,1,0.00,
2125,01/08/2019,Expenses,Shopping,1,0.00,
2126,01/08/2019,Expenses,Leisure,1,0.00,
2127,01/08/2019,Expenses,Other,1,0.00,
2128,01/08/2019,Expenses,Health,1,69.60,
2129,01/08/2019,Savings buying,,0.08,2410.70,a1
2130,03/08/2019,Expenses,Food,1,39.72,
2131,03/08/2019,Expenses,Leisure,1,516.20,
2132,04/08/2019,Expenses,Food,1,38.05,
2133,15/08/2019,Expenses,Food,1,37.94,
2134,19/08/2019,Expenses,Food,1,37.83,
2135,25/08/2019,Expenses,Leisure,1,0.00,
2136,28/08/2019,Expenses,Health,1,130.40,
2137,28/08/2019,Savings buying,,0.06,2435.55,a2
2138,29/08/2019,Expenses,Food,1,36.89,
2139,30/08/2019,Expenses,Food,1,36.78,
2140,31/08/2019,Savings selling,,0.06,2438.51,a2
2141,01/09/2019,Income,,1,3500.00,
2142,01/09/2019,Income,,1,0.00,
2143,01/09/2019,Expenses,Housing,1,1700.00,
2144,01/09/2019,Expenses,Food,1,0.00,
2145,01/09/2019,Expenses,Utilities,1,300.00,
2146,01/09/2019,Expenses,Health,1,0.00,
2147,01/09/2019,Expenses,Shopping,1,0.00,
2148,01/09/2019,Expenses,Leisure,1,0.00,
2149,01/09/2019,Expenses,Other,1,0.00,
2150,02/09/2019,Expenses,Utilities,1,90.24,
2151,03/09/2019,Expenses,Food,1,41.33,
2152,05/09/2019,Expenses,Food,1,41.21,
2153,11/09/2019,Expenses,Food,1,41.09,
2154,15/09/2019,Expenses,Food,1,40.96,
2155,16/09/2019,Savings buying,,0.05,2454.45,a2
2156,17/09/2019,Expenses,Health,1,0.00,
2157,18/09/2019,Expenses,Food,1,40.47,
2158,21/09/2019,Expenses,Housing,1,154.79,
2159,21/09/2019,Expenses,Food,1,40.35,
2160,22/09/2019,Expenses,Food,1,39.77,
2161,23/09/2019,Expenses,Food,1,39.65,
2162,25/09/2019,Expenses,Other,1,238.84,
2163,30/09/2019,Expenses,Leisure,1,0.00,
2164,30/09/2019,Expenses,Other,1,186.42,
2165,30/09/2019,Savings buying,,0.1,2468.53,a2
2166,01/10/2019,Income,,1,3500.00,
2167,01/10/2019,Income,,1,0.00,
2168,01/10/2019,Expenses,Housing,1,1700.00,
2169,01/10/2019,Expenses,Food,1,0.00,
2170,01/10/2019,Expenses,Utilities,1,300.00,
2171,01/10/2019,Expenses,Health,1,0.00,
2172,01/10/2019,Expenses,Shopping,1,0.00,
2173,01/10/2019,Expenses,Leisure,1,0.00,
2174,01/10/2019,Expenses,Other,1,0.00,
2175,03/10/2019,Expenses,Utilities,1,82.89,
2176,03/10/2019,Expenses,Leisure,1,61.81,
2177,05/10/2019,Expenses,Food,1,41.58,
2178,07/10/2019,Expenses,Food,1,41.45,
2179,09/10/2019,Expenses,Food,1,41.34,
2180,11/10/2019,Expenses,Utilities,1,66.95,
2181,11/10/2019,Expenses,Other,1,203.44,
2182,14/10/2019,Expenses,Food,1,40.40,
2183,19/10/2019,Expenses,Food,1,40.28,
2184,20/10/2019,Expenses,Food,1,40.16,
2185,21/10/2019,Expenses,Food,1,40.04,
2186,25/10/2019,Expenses,Health,1,169.13,
2187,26/10/2019,Expenses,Food,1,39.41,
2188,28/10/2019,Expenses,Food,1,39.29,
2189,29/10/2019,Expenses,Food,1,39.17,
2190,30/10/2019,Expenses,Utilities,1,28.53,
2191,31/10/2019,Expenses,Leisure,1,116.34,
2192,01/11/2019,Income,,1,3500.00,
2193,01/11/2019,Income,,1,0.00,
2194,01/11/2019,Expenses,Housing,1,1700.00,
2195,01/11/2019,Expenses,Food,1,0.00,
2196,01/11/2019,Expenses,Utilities,1,300.00,
2197,01/11/2019,Expenses,Health,1,0.00,
2198,01/11/2019,Expenses,Shopping,1,0.00,
2199,01/11/2019,Expenses,Leisure,1,0.00,
2200,01/11/2019,Expenses,Other,1,0.00,
2201,01/11/2019,Expenses,Food,1,43.12,
2202,05/11/2019,Expenses,Food,1,42.97,
2203,06/11/2019,Expenses,Food,1,42.84,
2204,07/11/2019,Expenses,Food,1,42.71,
2205,10/11/2019,Expenses,Food,1,42.59,
2206,14/11/2019,Expenses,Food,1,42.46,
2207,15/11/2019,Expenses,Other,1,58.01,
2208,24/11/2019,Expenses,Shopping,1,0.00,
2209,26/11/2019,Expenses,Food,1,42.17,
2210,27/11/2019,Expenses,Food,1,42.04,
2211,27/11/2019,Expenses,Other,1,50.96,
2212,29/11/2019,Income,,1,384.17,
2213,01/12/2019,Income,,1,3500.00,
2214,01/12/2019,Income,,1,0.00,
2215,01/12/2019,Expenses,Housing,1,1700.00,
2216,01/12/2019,Expenses,Food,1,0.00,
2217,01/12/2019,Expenses,Utilities,1,300.00,
2218,01/12/2019,Expenses,Health,1,0.00,
2219,01/12/2019,Expenses,Shopping,1,0.00,
2220,01/12/2019,Expenses,Leisure,1,0.00,
2221,01/12/2019,Expenses,Other,1,0.00,
2222,05/12/2019,Expenses,Health,1,62.77,
2223,10/12/2019,Expenses,Food,1,47.20,
2224,18/12/2019,Expenses,Other,1,187.13,
2225,19/12/2019,Income,,1,262.71,
2226,21/12/2019,Expenses,Utilities,1,83.61,
